_tid_,RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB
2806,1,1,1,36,1,1,1,2,1,36,1
2807,1,2,3,12,1,1,2,5,1,36,1
2808,9,2,3,51,1,1,2,5,68,24,1
2809,6,2,4,6,1,1,2,9,1,16,1
2810,2,1,1,25,1,1,2,1,2,25,1
2811,1,2,1,42,1,1,2,2,1,42,1
2812,8,2,1,34,1,1,2,2,67,36,1
2813,2,2,3,28,1,1,1,6,2,28,1
2814,1,2,2,39,1,1,2,3,1,39,1
2815,8,1,2,17,1,1,2,3,1,17,1
2816,2,2,3,37,1,1,2,5,2,36,1
2817,1,2,4,8,1,1,2,8,1,8,1
2818,1,1,1,42,1,1,2,2,1,42,1
2819,1,1,2,27,1,1,2,4,1,27,1
2820,1,2,3,42,1,1,2,7,1,48,1
2821,1,2,3,21,1,1,2,6,1,21,1
2822,1,1,4,49,1,1,2,8,1,49,1
2823,1,2,3,48,1,1,2,7,1,48,1
2824,9,1,4,8,1,1,2,8,68,48,1
2825,1,2,2,26,1,1,1,3,1,26,1
2826,1,2,3,54,1,1,2,5,1,54,1
2827,1,2,1,34,1,1,2,2,1,36,1
2828,1,2,2,29,1,1,2,4,1,29,1
2829,1,1,3,48,1,1,2,7,1,48,1
2830,1,2,3,12,1,1,1,5,1,425,1
2831,1,2,3,48,1,1,2,7,1,48,1
2832,1,2,3,51,1,1,2,5,1,51,1
2833,1,1,1,25,1,1,2,1,1,25,1
2834,1,2,3,48,1,1,2,7,1,48,1
2835,1,1,3,24,1,1,2,7,1,231,1
2836,2,2,3,45,1,1,2,5,2,12,1
2837,1,1,3,51,1,1,2,5,1,51,1
2838,6,2,4,15,1,1,2,9,1,15,1
2839,1,2,2,27,1,1,2,4,1,27,1
2840,1,2,2,19,1,1,2,4,1,19,1
2841,1,2,3,10,1,1,2,5,1,42,1
2842,1,2,1,36,1,1,2,2,1,36,1
2843,1,1,2,55,1,1,2,3,1,55,1
2844,2,1,2,17,1,1,2,3,2,17,1
2845,9,1,1,36,1,1,2,2,68,36,1
2846,1,1,4,6,1,1,2,9,1,6,1
2847,2,2,3,28,1,1,2,6,2,28,1
2848,9,2,4,6,1,1,2,9,68,6,1
2849,9,2,3,48,1,1,2,7,68,48,1
2850,2,1,3,24,1,1,2,5,2,11,1
2851,1,2,4,6,1,1,2,9,1,6,1
2852,1,2,1,33,1,1,2,1,1,33,1
2853,1,2,1,53,1,1,1,2,1,42,1
2854,1,2,4,53,1,1,2,9,1,53,1
2855,2,2,3,48,1,1,2,7,2,48,1
2856,1,2,1,9,1,1,2,2,1,36,1
2857,1,2,2,18,1,1,2,3,1,18,1
2858,1,1,3,12,1,1,2,5,1,51,1
2859,1,2,2,19,1,1,1,4,1,19,1
2860,1,2,3,12,1,1,2,5,1,12,1
2861,1,1,3,37,1,1,1,5,1,6,1
2862,9,1,3,37,1,1,2,5,68,41,1
2863,2,1,1,42,1,1,2,2,2,42,1
2864,1,2,1,34,1,1,2,2,1,34,1
2865,9,1,1,42,1,1,2,2,68,42,1
2866,1,1,1,36,1,1,2,2,1,36,1
2867,1,2,3,12,1,1,2,5,1,36,1
2868,2,1,1,72,1,1,2,2,2,36,1
2869,1,2,2,29,1,1,2,4,1,29,1
2870,1,2,3,1,1,1,2,6,1,1,1
2871,1,1,4,32,1,1,2,8,1,6,1
2872,1,2,3,21,1,1,2,6,1,21,1
2873,1,1,3,5,1,1,2,7,1,5,1
2874,1,1,3,1,1,1,2,6,1,1,1
2875,1,2,4,53,1,1,2,9,1,53,1
2876,6,2,4,15,1,1,2,9,1,15,1
2877,1,2,3,21,1,1,2,6,1,47,1
2878,1,2,2,17,1,1,2,3,1,17,1
2879,1,1,3,21,1,1,2,6,1,21,1
2880,1,1,3,45,1,1,2,5,1,42,1
2881,1,2,1,36,1,1,2,2,1,36,1
2882,2,1,4,49,1,1,2,8,2,49,1
2883,1,1,2,18,1,1,2,3,1,18,1
2884,1,2,3,37,1,1,2,5,1,37,1
2885,1,1,4,6,1,1,2,9,1,6,1
2886,2,1,3,12,1,1,1,5,2,12,1
2887,1,2,2,18,1,1,2,3,1,18,1
2888,1,2,4,8,1,1,1,8,1,11,1
2889,1,2,3,48,1,1,2,7,1,48,1
2890,1,1,3,12,1,1,1,5,1,21,1
2891,1,1,1,34,1,1,2,2,1,34,1
2892,1,1,2,20,1,1,2,4,1,66,1
2893,1,2,1,42,1,1,2,2,1,42,1
2894,1,2,4,6,1,1,1,9,1,6,1
2895,1,1,2,26,1,1,2,3,1,26,1
2896,2,2,2,26,1,1,2,3,2,26,1
2897,1,2,2,27,1,1,2,4,1,27,1
2898,8,1,4,8,1,1,2,8,67,48,1
2899,1,1,2,27,1,1,2,4,1,27,1
2900,1,2,3,48,1,1,1,7,1,165,1
2901,1,2,3,12,1,1,2,5,1,12,1
2902,6,2,1,36,1,1,2,2,1,36,1
2903,1,1,3,40,1,1,1,7,1,40,1
2904,2,1,3,5,1,1,2,7,2,5,1
2905,1,2,3,47,1,1,2,6,1,1,1
2906,8,2,1,36,1,1,2,2,67,36,1
2907,1,1,2,39,1,1,2,3,1,39,1
2908,1,1,1,34,1,1,2,2,1,34,1
2909,1,1,3,45,1,1,2,5,1,36,1
2910,1,1,2,17,1,1,2,3,1,17,1
2911,1,1,3,13,1,1,2,5,1,13,1
2912,9,2,4,6,1,1,2,9,68,6,1
2913,1,1,2,27,1,1,2,4,1,27,1
2914,8,2,3,51,1,1,2,5,67,51,1
2915,8,2,3,48,1,1,2,7,67,48,1
2916,8,1,4,6,1,1,2,9,67,6,1
2917,1,1,2,29,1,1,2,4,1,48,1
2918,9,2,4,6,1,1,2,9,1,6,1
2919,1,2,1,42,1,1,1,2,1,42,1
2920,2,2,3,47,1,1,2,5,2,12,1
2921,1,2,3,47,1,1,1,6,1,21,1
2922,6,1,1,36,1,1,2,2,1,36,1
2923,1,2,2,17,1,1,2,3,1,17,1
2924,1,1,2,27,1,1,2,4,1,27,1
2925,1,2,4,8,1,1,2,8,1,8,1
2926,1,2,2,17,1,1,2,3,1,17,1
2927,2,1,1,34,1,1,2,2,2,34,1
2928,8,2,9,72,2,1,2,0,67,72,2
2929,1,1,3,48,1,1,2,7,1,48,1
2930,1,2,3,12,1,1,2,5,1,24,1
2931,2,2,3,45,1,1,2,5,2,51,1
2932,1,2,1,42,1,1,2,2,1,42,1
2933,1,1,1,36,1,1,2,2,1,36,1
2934,9,1,9,72,2,1,2,0,68,72,2
2935,1,2,4,6,1,1,2,9,1,6,1
2936,1,2,1,36,1,1,2,2,1,36,1
2937,8,2,3,12,1,1,2,5,67,12,1
2938,1,2,4,4,1,1,2,8,1,53,1
2939,1,1,2,29,1,1,2,4,1,29,1
2940,1,2,4,32,1,1,1,8,1,42,1
2941,2,1,3,12,1,1,2,5,2,17,1
2942,1,2,2,17,1,1,2,3,1,17,1
2943,1,2,2,17,1,1,2,3,1,17,1
2944,2,2,3,24,1,1,1,5,2,11,1
2945,6,2,2,26,1,1,2,3,1,26,1
2946,1,1,3,13,1,1,2,5,1,13,1
2947,1,1,2,29,1,1,2,4,1,26,1
2948,1,2,1,44,1,1,2,1,1,44,1
2949,1,1,3,48,1,1,2,7,1,48,1
2950,2,1,3,13,1,1,1,5,2,13,1
2951,1,2,3,12,1,1,2,5,1,12,1
2952,1,1,4,6,1,1,1,9,1,6,1
2953,1,1,3,51,1,1,2,5,1,51,1
2954,1,2,2,55,1,1,2,3,1,55,1
2955,1,1,1,25,1,1,2,1,1,25,1
2956,1,1,3,51,1,1,2,5,1,51,1
2957,1,1,3,13,1,1,2,5,1,13,1
2958,8,2,2,26,1,1,2,3,67,26,1
2959,1,1,3,12,1,1,2,5,1,39,1
2960,1,2,4,56,1,1,2,8,1,56,1
2961,1,2,3,21,1,1,2,6,1,21,1
2962,1,1,2,55,1,1,2,3,1,55,1
2963,8,1,4,6,1,1,2,9,67,6,1
2964,9,1,3,1,1,1,2,6,68,1,1
2965,1,1,1,34,1,1,2,2,1,42,1
2966,1,2,3,12,1,1,2,5,1,6,1
2967,9,2,2,18,1,1,2,3,68,18,1
2968,1,1,1,36,1,1,2,2,1,36,1
2969,1,2,1,23,1,1,2,1,1,23,1
2970,6,1,1,42,1,1,2,2,1,42,1
2971,1,1,3,12,1,1,1,5,1,12,1
2972,1,1,2,26,1,1,1,3,1,26,1
2973,1,1,4,6,1,1,2,9,1,6,1
2974,1,2,2,26,1,1,2,3,1,26,1
2975,1,2,2,39,1,1,1,3,1,39,1
2976,1,2,4,6,1,1,2,9,1,6,1
2977,1,2,2,26,1,1,2,3,1,26,1
2978,1,2,1,9,1,1,2,1,1,9,1
2979,1,1,1,36,1,1,2,2,1,36,1
2980,9,1,1,36,1,1,2,2,1,36,1
2981,1,2,3,45,1,1,1,5,1,21,1
2982,1,1,4,4,1,1,2,8,1,4,1
2983,1,1,2,18,1,1,2,3,1,18,1
2984,1,2,4,16,1,1,2,8,1,12,1
2985,1,1,2,29,1,1,2,4,1,29,1
2986,2,1,3,48,1,1,2,7,2,48,1
2987,1,2,2,29,1,1,2,4,1,29,1
2988,1,1,1,44,1,1,2,1,1,44,1
2989,1,2,3,47,1,1,2,6,1,18,1
2990,2,2,4,53,1,1,1,9,2,31,1
2991,1,2,1,42,1,1,2,2,1,42,1
2992,1,2,2,29,1,1,2,4,1,8,1
2993,1,2,4,6,1,1,2,9,1,6,1
2994,1,1,3,12,1,1,2,5,1,9,1
2995,1,1,1,33,1,1,2,1,1,25,1
2996,1,2,3,51,1,1,2,5,1,39,1
2997,1,2,3,54,1,1,2,5,1,54,1
2998,1,1,2,29,1,1,2,4,1,29,1
2999,1,1,2,18,1,1,2,3,1,18,1
3000,9,2,3,47,1,1,2,6,68,47,1
3001,1,1,3,51,1,1,1,5,1,6,1
3002,9,1,3,48,1,1,2,7,68,48,1
3003,1,2,2,29,1,1,2,4,1,29,1
3004,1,2,1,33,1,1,2,1,1,33,1
3005,9,2,4,6,1,1,2,9,68,6,1
3006,2,2,3,1,1,1,2,6,2,47,1
3007,1,1,3,51,1,1,2,5,1,9,1
3008,1,2,3,51,1,1,2,5,1,66,2
3009,8,1,1,25,1,1,2,1,67,25,1
3010,9,1,2,18,1,1,2,3,68,18,1
3011,8,2,2,18,1,1,2,3,67,18,1
3012,1,1,2,26,1,1,2,3,1,26,1
3013,2,2,3,48,1,1,2,7,2,48,1
3014,1,1,4,53,1,1,2,9,1,6,1
3015,2,2,3,48,1,1,2,7,2,48,1
3016,1,2,2,29,1,1,2,4,1,6,1
3017,1,1,2,17,1,1,2,3,1,17,1
3018,1,1,2,55,1,1,2,3,1,55,1
3019,1,1,4,4,1,1,2,8,1,4,1
3020,1,1,3,51,1,1,2,5,1,51,1
3021,1,2,3,51,1,1,2,5,1,36,1
3022,1,2,4,30,1,1,2,8,1,30,1
3023,1,2,2,19,1,1,2,4,1,19,1
3024,1,2,1,36,1,1,2,2,1,36,1
3025,1,2,3,24,1,1,2,5,1,24,1
3026,1,1,2,39,1,1,2,3,1,39,1
3027,1,1,2,29,1,1,2,4,1,29,1
3028,1,1,3,40,1,1,2,7,1,22,1
3029,1,2,3,12,1,1,1,5,1,9,1
3030,9,1,4,6,1,1,2,9,68,6,1
3031,9,2,2,27,1,1,2,4,68,27,1
3032,1,1,1,25,1,1,2,1,1,25,1
3033,1,1,2,20,1,1,2,4,1,39,1
3034,1,2,4,4,1,1,2,8,1,17,1
3035,1,1,1,42,1,1,2,2,1,42,1
3036,1,1,3,13,1,1,2,5,1,13,1
3037,1,1,1,36,1,1,1,2,1,36,1
3038,1,2,2,39,1,1,2,3,1,39,1
3039,1,2,2,18,1,1,2,3,1,18,1
3040,9,2,3,24,1,1,2,5,68,24,1
3041,1,1,3,12,1,1,2,5,1,40,1
3042,1,1,4,49,1,1,1,8,1,49,1
3043,1,2,3,12,1,1,1,5,1,13,1
3044,9,2,3,12,1,1,1,5,68,29,1
3045,1,1,4,6,1,1,2,9,1,6,1
3046,1,2,1,34,1,1,2,2,1,36,1
3047,2,2,3,37,1,1,2,5,2,37,1
3048,1,2,3,13,1,1,2,5,1,35,1
3049,1,2,3,37,1,1,1,5,1,37,1
3050,9,2,1,34,1,1,2,2,68,34,1
3051,1,1,2,18,1,1,2,3,1,18,1
3052,1,1,3,37,1,1,2,5,1,26,1
3053,1,1,1,42,1,1,1,2,1,42,1
3054,1,1,4,8,1,1,2,8,1,8,1
3055,2,2,9,72,1,1,2,0,2,72,1
3056,1,2,3,33,1,1,2,7,1,48,1
3057,8,2,4,35,1,1,2,8,67,48,1
3058,8,1,3,48,1,1,2,7,67,48,1
3059,1,2,3,12,1,1,2,5,1,12,1
3060,1,2,2,26,1,1,2,3,1,26,1
3061,1,1,2,18,1,1,2,3,1,18,1
3062,1,2,4,53,1,1,2,9,1,53,1
3063,1,2,1,42,1,1,2,2,1,42,1
3064,1,2,3,21,1,1,2,6,1,21,1
3065,9,1,3,48,1,1,2,7,68,48,1
3066,8,1,4,4,1,1,2,8,67,17,1
3067,1,1,2,27,1,1,2,4,1,27,1
3068,1,1,2,39,1,1,2,3,1,39,1
3069,1,1,4,4,1,1,2,8,1,9,1
3070,9,2,3,24,1,1,1,5,68,24,1
3071,1,1,3,48,1,1,2,7,1,48,1
3072,1,1,1,34,1,1,2,2,1,34,1
3073,1,1,2,17,1,1,2,3,1,17,1
3074,1,1,3,13,1,1,2,5,1,13,1
3075,1,2,3,12,1,1,2,5,1,12,1
3076,1,2,1,36,1,1,2,2,1,36,1
3077,1,1,2,20,1,1,2,4,1,20,1
3078,1,2,1,42,1,1,1,2,1,42,1
3079,1,1,3,1,1,1,1,6,1,1,1
3080,1,1,4,53,1,1,2,9,1,15,1
3081,1,2,3,12,1,1,2,5,1,210,1
3082,1,1,3,48,1,1,1,7,1,48,1
3083,1,1,2,17,1,1,2,3,1,17,1
3084,1,2,2,17,1,1,2,3,1,17,1
3085,1,2,9,72,2,1,2,0,1,72,2
3086,9,1,4,6,1,1,2,9,68,6,1
3087,1,1,3,21,1,1,2,6,1,21,1
3088,1,1,4,4,1,1,2,8,1,4,1
3089,1,1,2,39,1,1,2,3,1,39,1
3090,1,2,2,17,1,1,2,3,1,17,1
3091,9,2,3,12,1,1,2,5,68,12,1
3092,1,2,3,12,1,1,2,5,1,454,1
3093,1,2,3,48,1,1,1,7,1,48,1
3094,1,2,2,29,1,1,1,4,1,29,1
3095,1,2,3,48,1,1,2,7,1,48,1
3096,9,2,3,37,1,1,2,5,68,37,1
3097,8,2,4,4,1,1,1,9,67,6,1
3098,1,1,1,25,1,1,2,1,1,25,1
3099,1,2,3,48,1,1,1,7,1,48,1
3100,1,2,3,48,1,1,2,7,1,48,1
3101,1,2,2,55,1,1,2,3,1,55,1
3102,1,2,3,54,1,1,2,5,1,54,1
3103,2,2,3,12,1,1,2,5,2,12,1
3104,1,1,3,48,1,1,2,7,1,48,1
3105,1,2,1,34,1,1,2,2,1,34,1
3106,1,2,3,51,1,1,2,5,1,45,1
3107,9,2,2,18,1,1,1,3,68,17,1
3108,1,2,4,41,1,1,1,9,1,41,1
3109,2,2,3,21,1,1,2,6,2,21,1
3110,3,2,4,4,1,1,2,8,1,4,1
3111,9,1,4,6,1,1,2,9,68,6,1
3112,9,2,4,15,1,1,2,9,1,36,1
3113,9,1,1,36,1,1,2,2,68,36,1
3114,1,2,1,34,1,1,2,2,1,34,1
3115,9,2,3,48,1,1,2,7,68,48,1
3116,1,1,1,42,1,1,2,2,1,42,1
3117,8,1,4,35,1,1,2,8,67,35,1
3118,1,1,1,42,1,1,2,2,1,42,1
3119,1,2,1,9,1,1,2,1,1,9,1
3120,1,2,2,39,1,1,2,3,1,39,1
3121,1,1,4,32,1,1,2,8,1,42,1
3122,1,1,4,8,1,1,2,8,1,8,1
3123,1,1,4,49,1,1,2,8,1,49,1
3124,1,1,2,18,1,1,2,3,1,18,1
3125,1,1,3,54,1,1,2,5,1,54,1
3126,1,1,3,10,1,1,2,5,1,10,1
3127,1,1,3,48,1,1,1,7,1,48,1
3128,1,2,2,31,1,1,1,4,1,31,1
3129,1,2,3,12,1,1,2,5,1,12,1
3130,2,2,1,9,1,1,2,1,2,47,1
3131,1,1,1,36,1,1,2,2,1,36,1
3132,1,2,3,37,1,1,2,5,1,37,1
3133,1,2,3,40,1,1,2,7,1,40,1
3134,1,2,2,26,1,1,2,3,1,26,1
3135,1,1,4,6,1,1,1,9,1,6,1
3136,1,2,4,49,1,1,2,8,1,49,1
3137,1,2,2,54,1,1,2,3,1,17,1
3138,1,1,3,54,1,1,1,5,1,54,1
3139,1,2,4,41,1,1,2,9,1,41,1
3140,6,1,4,6,1,1,1,9,1,6,1
3141,1,1,1,36,1,1,2,2,1,36,1
3142,2,1,3,45,1,1,2,5,2,45,1
3143,2,1,3,22,1,1,2,7,2,22,1
3144,9,2,3,12,1,1,2,5,68,12,1
3145,1,1,2,26,1,1,2,3,1,26,1
3146,1,2,3,28,1,1,2,6,1,28,1
3147,1,1,2,39,1,1,2,3,1,39,1
3148,1,2,4,8,1,1,2,8,1,17,1
3149,1,2,3,13,1,1,2,5,1,31,1
3150,8,1,4,4,1,1,2,8,67,4,1
3151,1,2,2,29,1,1,2,4,1,29,1
3152,9,2,3,12,1,1,2,5,68,25,1
3153,1,2,3,51,1,1,2,5,1,12,1
3154,1,2,4,6,1,1,2,9,1,6,1
3155,2,1,3,51,1,1,2,5,2,417,1
3156,1,1,3,22,1,1,2,7,1,22,1
3157,1,1,2,55,1,1,1,3,1,55,1
3158,1,2,3,48,1,1,2,7,1,48,1
3159,1,1,4,16,1,1,2,8,1,16,1
3160,1,2,1,34,1,1,2,2,1,34,1
3161,1,1,3,48,1,1,2,7,1,48,1
3162,3,1,4,6,1,1,2,9,1,6,1
3163,1,2,1,36,1,1,2,2,1,36,1
3164,1,1,3,51,1,1,2,5,1,39,1
3165,1,1,1,36,1,1,2,2,1,36,1
3166,1,1,2,55,1,1,2,3,1,55,1
3167,1,2,2,55,1,1,2,3,1,55,1
3168,1,2,2,27,1,1,2,4,1,27,1
3169,1,2,1,42,1,1,2,2,1,42,1
3170,2,1,2,26,1,1,2,3,2,26,1
3171,1,1,2,39,1,1,2,3,1,39,1
3172,1,2,4,4,1,1,1,8,1,36,1
3173,9,1,3,48,1,1,2,7,68,48,1
3174,9,2,2,26,1,1,2,3,68,26,1
3175,1,2,2,17,1,1,2,3,1,17,1
3176,1,2,4,6,1,1,2,9,1,6,1
3177,1,1,1,25,1,1,2,1,1,25,1
3178,1,2,3,47,1,1,2,6,1,47,1
3179,1,1,3,37,1,1,2,5,1,18,1
3180,1,1,2,17,1,1,2,3,1,17,1
3181,1,2,2,26,1,1,1,3,1,26,1
3182,1,1,4,53,1,1,2,9,1,34,1
3183,1,1,3,13,1,1,1,5,1,13,1
3184,1,2,3,12,1,1,1,5,1,12,1
3185,1,1,3,21,1,1,2,6,1,21,1
3186,1,1,4,6,1,1,1,9,1,6,1
3187,1,2,1,23,1,1,2,1,1,23,1
3188,1,2,3,1,1,1,2,6,1,1,1
3189,1,2,1,25,1,1,2,1,1,25,1
3190,2,2,3,47,1,1,1,6,2,47,1
3191,9,1,2,26,1,1,2,3,68,26,1
3192,1,1,3,5,1,1,2,7,1,48,1
3193,1,1,2,55,1,1,2,3,1,55,1
3194,2,2,3,12,1,1,2,5,2,118,1
3195,1,1,2,39,1,1,2,3,1,39,1
3196,1,2,3,37,1,1,2,5,1,37,1
3197,6,2,1,36,1,1,2,2,1,36,1
3198,1,2,3,40,1,1,2,7,1,40,1
3199,1,1,4,41,1,1,1,9,1,41,1
3200,1,2,3,48,1,1,2,7,1,48,1
3201,1,2,2,39,1,1,2,3,1,39,1
3202,2,2,3,24,1,1,1,5,2,24,1
3203,1,1,1,42,1,1,1,2,1,42,1
3204,1,2,2,18,1,1,2,3,1,18,1
3205,1,2,2,39,1,1,2,3,1,39,1
3206,1,2,3,5,1,1,2,7,1,28,1
3207,1,2,1,25,1,1,2,1,1,36,1
3208,2,2,3,45,1,1,2,5,2,45,1
3209,1,1,2,17,1,1,2,3,1,17,1
3210,9,1,1,42,1,1,2,2,68,42,1
3211,2,1,2,17,1,1,2,3,2,17,1
3212,1,2,3,9,1,1,2,5,1,25,1
3213,1,2,2,18,1,1,2,3,1,18,1
3214,1,1,2,55,1,1,2,3,1,55,1
3215,2,1,3,12,1,1,2,5,2,40,1
3216,2,2,3,12,1,1,2,5,2,72,2
3217,1,2,2,29,1,1,1,4,1,6,1
3218,1,1,3,51,1,1,2,5,1,10,1
3219,2,2,3,13,1,2,2,5,2,423,1
3220,1,1,1,23,1,1,1,1,1,23,1
3221,1,1,1,36,1,1,2,2,1,36,1
3222,2,1,2,18,1,1,2,3,2,18,1
3223,1,1,1,33,1,1,2,1,1,48,1
3224,1,2,3,48,1,1,2,7,1,48,1
3225,1,2,4,6,1,1,1,9,1,6,1
3226,9,2,3,48,1,1,2,7,68,48,1
3227,2,1,3,28,1,1,2,6,2,28,1
3228,1,1,2,27,1,1,2,4,1,27,1
3229,1,1,3,24,1,1,2,5,1,24,1
3230,1,2,1,34,1,1,2,2,1,34,1
3231,1,1,2,26,1,1,2,3,1,26,1
3232,1,2,3,48,1,1,2,7,1,48,1
3233,1,1,1,34,1,1,2,2,1,34,1
3234,9,1,3,13,1,1,2,5,68,13,1
3235,1,2,9,72,2,1,2,0,1,72,2
3236,1,1,4,6,1,1,2,9,1,6,1
3237,8,1,3,48,1,1,2,7,67,48,1
3238,2,1,3,37,1,1,2,5,2,37,1
3239,9,2,4,8,1,1,2,8,68,39,1
3240,9,1,3,40,1,1,2,7,68,40,1
3241,1,2,2,39,1,1,2,3,1,39,1
3242,6,2,3,12,1,1,2,5,1,12,1
3243,9,2,4,53,1,1,2,9,68,53,1
3244,1,1,3,45,1,1,1,5,1,51,1
3245,2,2,2,39,1,1,2,3,2,39,1
3246,1,1,1,36,1,1,2,2,1,36,1
3247,1,2,3,40,1,1,1,7,1,40,1
3248,1,1,3,12,1,1,2,5,1,341,1
3249,9,1,9,72,2,1,1,0,68,72,2
3250,1,2,3,49,1,1,2,6,1,1,1
3251,1,1,3,12,1,1,2,5,1,20,1
3252,1,1,1,42,1,1,2,2,1,42,1
3253,8,1,3,28,1,1,2,6,67,28,1
3254,1,2,3,12,1,1,2,5,1,17,1
3255,6,2,2,29,1,1,2,4,1,29,1
3256,1,1,4,8,1,1,2,8,1,42,1
3257,1,2,3,12,1,1,2,5,1,26,1
3258,1,2,1,25,1,1,2,1,1,25,1
3259,1,2,1,36,1,1,2,2,1,36,1
3260,2,2,4,6,1,1,1,9,2,6,1
3261,1,2,2,18,1,1,2,3,1,18,1
3262,1,1,3,37,1,1,2,5,1,38,1
3263,2,2,2,29,1,1,2,4,2,29,1
3264,1,1,4,6,1,1,2,9,1,6,1
3265,1,2,3,40,1,1,2,7,1,40,1
3266,8,1,4,6,1,1,2,9,67,6,1
3267,6,2,4,53,1,1,2,9,1,25,1
3268,1,2,1,44,1,1,2,1,1,36,1
3269,1,1,1,42,1,1,2,2,1,42,1
3270,9,1,2,29,1,1,2,4,68,29,1
3271,1,1,1,42,1,1,2,2,1,42,1
3272,1,1,4,16,1,1,2,8,1,16,1
3273,8,2,1,36,1,1,2,2,67,36,1
3274,1,2,3,13,1,1,2,5,1,13,1
3275,1,2,3,12,1,1,2,5,1,12,1
3276,9,2,4,6,1,1,2,9,68,6,1
3277,1,1,2,29,1,1,1,4,1,29,1
3278,9,2,3,48,1,1,2,7,68,48,1
3279,1,2,1,36,1,1,2,2,1,36,1
3280,1,2,4,49,1,1,2,8,1,49,1
3281,1,2,1,36,1,1,2,2,1,36,1
3282,1,2,2,17,1,1,2,3,1,17,1
3283,1,1,2,27,1,1,2,4,1,27,1
3284,1,1,1,34,1,1,2,2,1,34,1
3285,6,1,4,6,1,1,2,9,1,6,1
3286,2,1,3,1,1,1,1,6,2,1,1
3287,1,1,2,29,1,1,2,4,1,29,1
3288,1,1,3,51,1,1,2,5,1,36,1
3289,1,1,4,8,1,1,2,8,1,42,1
3290,2,1,3,48,1,1,2,7,2,48,1
3291,1,2,1,33,1,1,2,1,1,33,1
3292,1,2,2,29,1,1,2,4,1,17,1
3293,1,2,3,47,1,1,2,6,1,47,1
3294,6,2,1,36,1,1,2,2,1,36,1
3295,1,1,3,13,1,1,2,5,1,13,1
3296,1,1,3,48,1,1,1,7,1,48,1
3297,2,2,4,2,1,1,1,9,2,17,1
3298,2,1,3,28,1,1,2,6,2,28,1
3299,1,1,4,56,1,1,2,8,1,56,1
3300,1,2,2,18,1,1,2,3,1,39,1
3301,1,2,2,17,1,1,2,3,1,17,1
3302,6,1,4,6,1,1,2,9,1,6,1
3303,1,1,4,4,1,1,2,8,1,6,1
3304,1,2,3,22,1,1,2,7,1,22,1
3305,2,1,4,8,1,1,2,8,2,8,1
3306,1,2,3,51,1,1,2,5,1,36,1
3307,1,2,4,53,1,1,2,9,1,41,1
3308,1,1,3,37,1,1,2,5,1,55,1
3309,1,2,4,4,1,1,1,8,1,6,1
3310,1,1,2,27,1,1,2,4,1,27,1
3311,9,1,3,48,1,1,2,7,68,48,1
3312,1,2,3,1,1,1,2,6,1,1,1
3313,1,2,3,28,1,1,2,6,1,28,1
3314,9,1,1,36,1,1,2,2,68,36,3
3315,1,2,3,5,1,1,2,7,1,5,1
3316,1,1,1,36,1,1,1,2,1,36,1
3317,1,2,3,22,1,1,2,7,1,22,1
3318,1,2,4,6,1,1,2,9,1,6,1
3319,1,2,3,13,1,1,2,5,1,21,1
3320,1,2,2,29,1,1,2,4,1,29,1
3321,2,2,3,13,1,1,2,5,2,45,1
3322,2,1,3,47,1,1,2,6,2,47,1
3323,9,2,3,47,1,1,2,6,68,12,1
3324,1,1,2,29,1,1,2,4,1,29,1
3325,1,1,2,26,1,1,2,3,1,26,1
3326,8,2,9,72,2,1,2,0,67,72,2
3327,9,2,4,32,1,1,2,8,68,6,1
3328,1,2,4,49,1,1,2,8,1,49,1
3329,1,2,2,29,1,1,2,4,1,29,1
3330,1,1,1,42,1,1,2,2,1,42,1
3331,1,2,1,36,1,1,2,2,1,36,1
3332,2,2,3,48,1,1,2,7,2,48,1
3333,1,1,2,26,1,1,2,3,1,26,1
3334,1,1,4,35,1,1,1,8,1,35,1
3335,1,2,3,28,1,1,2,6,1,28,1
3336,1,2,2,17,1,1,2,3,1,17,1
3337,1,2,1,25,1,1,2,1,1,25,1
3338,6,2,3,51,1,1,2,5,1,51,1
3339,1,2,3,48,1,1,2,7,1,48,1
3340,9,2,2,19,1,1,2,4,68,19,1
3341,1,2,2,26,1,1,1,3,1,26,1
3342,1,2,2,26,1,1,2,3,1,26,1
3343,1,2,1,42,1,1,2,2,1,42,1
3344,1,1,4,53,1,1,2,9,1,53,1
3345,1,2,3,22,1,1,2,7,1,22,1
3346,1,1,2,17,1,1,2,3,1,17,1
3347,1,1,4,53,1,1,2,9,1,53,1
3348,1,1,2,27,1,1,1,4,1,27,1
3349,1,2,1,48,1,1,2,2,1,34,1
3350,1,2,3,12,1,1,2,5,1,6,1
3351,1,1,1,36,1,1,2,2,1,36,1
3352,1,2,1,23,1,1,2,1,1,23,1
3353,1,2,4,49,1,1,2,8,1,49,1
3354,1,1,4,6,1,1,2,9,1,6,1
3355,2,1,3,28,1,1,2,6,2,28,1
3356,1,1,1,34,1,1,1,2,1,36,1
3357,1,1,1,25,1,1,2,1,1,25,1
3358,2,2,3,12,1,1,2,5,2,12,1
3359,1,1,4,6,1,1,2,8,1,8,1
3360,1,2,4,6,1,1,2,9,1,6,1
3361,9,2,1,25,1,1,2,1,68,25,1
3362,8,1,9,72,2,1,2,0,67,72,2
