ID,RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
30755,6,1,3,0.0,51,,1,1,6.0,19.0,2,4.0
30756,1,2,3,5400.0,51,,1,1,1.0,17.0,2,4.0
30757,1,1,3,70000.0,51,1.0,1,1,1.0,16.0,2,4.0
30758,1,1,3,90000.0,51,1.0,1,1,4.0,19.0,2,4.0
30759,1,1,3,0.0,51,,1,1,6.0,16.0,2,4.0
30760,1,2,3,1400.0,51,1.0,1,1,1.0,21.0,2,4.0
30761,1,2,3,78000.0,51,1.0,1,1,1.0,22.0,2,4.0
30762,6,2,3,0.0,51,,5,2,3.0,15.0,2,4.0
30763,2,2,3,85000.0,51,5.0,4,2,6.0,22.0,2,4.0
30764,1,2,3,47000.0,51,8.0,1,1,3.0,19.0,1,4.0
30765,1,1,3,21800.0,51,4.0,1,1,1.0,19.0,2,4.0
30766,2,1,3,29000.0,51,,1,1,1.0,19.0,2,4.0
30767,6,2,3,113000.0,51,2.0,4,2,1.0,21.0,2,4.0
30768,1,2,3,0.0,51,,1,1,6.0,14.0,2,4.0
30769,8,1,3,,51,,1,1,,5.0,2,
30770,1,2,3,0.0,51,,4,2,1.0,16.0,1,4.0
30771,1,1,3,202400.0,51,7.0,1,1,1.0,23.0,2,4.0
30772,1,1,3,0.0,51,,1,1,2.0,16.0,2,4.0
30773,1,1,3,150000.0,51,1.0,1,1,6.0,22.0,2,4.0
30774,1,1,3,20000.0,51,6.0,1,1,1.0,21.0,2,2.0
30775,1,2,3,26700.0,51,,1,1,3.0,16.0,1,4.0
30776,2,1,3,9500.0,51,,1,1,4.0,21.0,2,4.0
30777,1,2,3,0.0,51,,1,1,1.0,19.0,2,4.0
30778,9,2,3,0.0,51,,1,1,6.0,11.0,2,
30779,1,2,3,14700.0,51,,1,1,3.0,16.0,1,4.0
30780,1,1,3,,51,,1,1,,3.0,2,
30781,1,2,3,60000.0,51,3.0,1,1,1.0,18.0,2,4.0
30782,9,1,3,110300.0,51,1.0,1,1,1.0,22.0,2,2.0
30783,1,1,3,135000.0,51,2.0,1,1,5.0,22.0,2,4.0
30784,1,1,3,1600.0,51,1.0,1,1,4.0,13.0,2,4.0
30785,1,2,3,,51,,1,1,,3.0,2,
30786,9,2,3,,51,,1,1,,,2,
30787,1,2,3,,51,,1,1,,9.0,2,
30788,2,2,3,4400.0,51,,1,1,1.0,19.0,2,4.0
30789,1,2,3,49000.0,51,2.0,1,1,1.0,22.0,2,4.0
30790,1,1,3,38100.0,51,1.0,1,1,6.0,16.0,2,2.0
30791,6,2,3,22200.0,51,1.0,1,1,2.0,20.0,2,4.0
30792,2,1,3,,51,,1,1,,3.0,2,
30793,1,1,3,6000.0,51,1.0,1,1,6.0,14.0,2,4.0
30794,1,2,3,60990.0,51,1.0,1,1,3.0,20.0,2,4.0
30795,1,1,3,136200.0,51,7.0,1,1,6.0,16.0,2,4.0
30796,2,2,3,37000.0,51,1.0,1,1,6.0,19.0,2,4.0
30797,9,1,3,10700.0,51,1.0,1,1,4.0,19.0,2,4.0
30798,6,1,3,20800.0,51,,4,2,1.0,21.0,2,4.0
30799,9,1,3,40000.0,51,1.0,1,1,2.0,19.0,2,4.0
30800,1,1,3,180000.0,51,1.0,1,1,6.0,19.0,2,4.0
30801,1,1,3,9800.0,51,,4,2,4.0,1.0,1,4.0
30802,1,1,3,,51,,1,1,,2.0,2,
30803,2,2,3,,51,,1,1,,1.0,2,
30804,6,2,3,4500.0,51,6.0,1,1,6.0,14.0,2,4.0
30805,1,1,3,44500.0,51,1.0,1,1,6.0,19.0,2,4.0
30806,1,1,3,71720.0,51,6.0,1,1,1.0,22.0,1,4.0
30807,1,2,3,41800.0,51,1.0,1,1,1.0,22.0,2,4.0
30808,1,1,3,51200.0,51,2.0,1,1,1.0,22.0,2,4.0
30809,2,2,3,9000.0,51,1.0,1,1,6.0,16.0,2,4.0
30810,1,2,3,6700.0,51,,1,1,1.0,21.0,1,4.0
30811,1,1,3,110000.0,51,1.0,1,1,5.0,21.0,2,4.0
30812,1,1,3,36000.0,51,6.0,1,1,3.0,16.0,2,4.0
30813,1,1,3,,51,,1,1,,7.0,2,
30814,1,2,3,178000.0,51,5.0,1,1,1.0,23.0,1,3.0
30815,2,1,3,143200.0,51,1.0,1,1,1.0,19.0,2,4.0
30816,1,2,3,20000.0,51,1.0,1,1,1.0,18.0,2,4.0
30817,1,1,3,237200.0,51,7.0,1,1,1.0,19.0,2,4.0
30818,2,2,3,,51,,1,1,,11.0,2,
30819,9,2,3,,51,,1,1,,3.0,2,
30820,1,1,3,31000.0,51,,1,1,1.0,16.0,1,4.0
30821,8,2,3,,51,,2,1,,10.0,2,
30822,1,2,3,109000.0,51,3.0,1,1,1.0,21.0,2,4.0
30823,1,2,3,50000.0,51,,4,2,3.0,16.0,1,4.0
30824,1,2,3,10500.0,51,1.0,1,1,6.0,16.0,2,4.0
30825,9,1,3,65000.0,51,1.0,1,1,6.0,21.0,2,4.0
30826,1,1,3,50000.0,51,1.0,1,1,6.0,18.0,2,4.0
30827,1,1,3,81500.0,51,,1,1,1.0,21.0,2,2.0
30828,9,2,3,125000.0,51,5.0,2,1,1.0,21.0,2,4.0
30829,1,1,3,120000.0,51,1.0,1,1,1.0,21.0,2,4.0
30830,1,1,3,3000.0,51,,1,1,6.0,12.0,2,
30831,2,2,3,68000.0,51,1.0,1,1,1.0,19.0,2,4.0
30832,1,1,3,10970.0,51,,1,1,6.0,16.0,1,2.0
30833,1,1,3,0.0,51,,1,1,6.0,14.0,2,4.0
30834,6,1,3,2500.0,51,1.0,5,2,6.0,14.0,2,4.0
30835,1,2,3,48000.0,51,3.0,1,1,6.0,17.0,2,4.0
30836,2,2,3,88500.0,51,,1,1,4.0,20.0,2,4.0
30837,1,1,3,250000.0,51,7.0,1,1,1.0,16.0,2,4.0
30838,1,2,3,33500.0,51,1.0,1,1,1.0,16.0,2,4.0
30839,6,1,3,130000.0,51,5.0,4,2,1.0,22.0,2,4.0
30840,1,1,3,150000.0,51,1.0,1,1,1.0,21.0,2,4.0
30841,1,1,3,0.0,51,,1,1,6.0,12.0,2,
30842,9,2,3,0.0,51,,1,1,6.0,13.0,2,
30843,9,2,3,15100.0,51,3.0,4,2,1.0,16.0,2,4.0
30844,2,2,3,7100.0,51,5.0,1,1,4.0,21.0,1,2.0
30845,1,2,3,12200.0,51,,1,1,1.0,21.0,2,4.0
30846,1,2,3,112000.0,51,5.0,1,1,1.0,24.0,2,4.0
30847,1,2,3,14000.0,51,2.0,1,1,1.0,21.0,2,4.0
30848,1,1,3,17700.0,51,1.0,1,1,1.0,16.0,2,4.0
30849,2,1,3,,51,,1,1,,12.0,2,
30850,1,2,3,58800.0,51,3.0,1,1,1.0,21.0,2,4.0
30851,1,1,3,,51,,1,1,,9.0,2,
30852,1,2,3,93000.0,51,2.0,1,1,1.0,21.0,2,4.0
30853,1,2,3,0.0,51,,4,2,1.0,19.0,2,4.0
30854,1,1,3,22200.0,51,,5,2,1.0,16.0,2,4.0
30855,1,1,3,52000.0,51,1.0,1,1,1.0,19.0,2,4.0
30856,6,2,3,24600.0,51,2.0,4,2,3.0,1.0,1,4.0
30857,1,2,3,,51,,1,1,,,2,
30858,2,1,3,60000.0,51,1.0,1,1,4.0,21.0,2,4.0
30859,2,2,3,,51,,1,1,,2.0,2,
30860,1,1,3,30000.0,51,1.0,1,1,1.0,16.0,2,4.0
30861,1,1,3,,51,,1,1,,1.0,1,
30862,2,2,3,142000.0,51,1.0,4,2,4.0,21.0,2,4.0
30863,1,2,3,0.0,51,,1,1,6.0,16.0,1,4.0
30864,1,1,3,,51,,1,1,,,2,
30865,9,1,3,,51,,1,1,,1.0,2,
30866,6,1,3,150000.0,51,5.0,1,1,1.0,21.0,2,1.0
30867,9,2,3,300.0,51,4.0,1,1,6.0,21.0,2,4.0
30868,1,2,3,,51,,3,1,,6.0,2,
30869,1,2,3,130500.0,51,2.0,1,1,1.0,24.0,2,4.0
30870,1,2,3,10000.0,51,6.0,1,1,6.0,21.0,2,4.0
30871,6,1,3,18000.0,51,1.0,1,1,6.0,21.0,2,4.0
30872,2,1,3,,51,,1,1,,8.0,2,
30873,1,1,3,178000.0,51,5.0,1,1,1.0,19.0,2,2.0
30874,1,2,3,0.0,51,,3,1,1.0,21.0,2,4.0
30875,6,2,3,0.0,51,,5,2,1.0,21.0,2,4.0
30876,8,2,3,9600.0,51,,5,2,6.0,9.0,1,4.0
30877,2,1,3,,51,,1,1,,,2,
30878,1,1,3,62400.0,51,1.0,1,1,1.0,22.0,2,2.0
30879,1,2,3,,51,,1,1,,,2,
30880,1,2,3,39000.0,51,,1,1,1.0,19.0,2,4.0
30881,1,1,3,100000.0,51,1.0,5,2,1.0,21.0,2,4.0
30882,1,2,3,36000.0,51,,1,1,3.0,18.0,2,4.0
30883,1,1,3,134680.0,51,5.0,1,1,1.0,22.0,2,1.0
30884,1,2,3,12900.0,51,,1,1,1.0,16.0,1,4.0
30885,1,2,3,,51,,1,1,,5.0,2,
30886,1,1,3,158000.0,51,5.0,1,1,1.0,22.0,2,4.0
30887,1,1,3,106000.0,51,5.0,1,1,1.0,24.0,2,4.0
30888,2,2,3,16000.0,51,2.0,1,1,1.0,18.0,2,4.0
30889,2,1,3,40000.0,51,1.0,1,1,6.0,16.0,2,4.0
30890,6,2,3,35000.0,51,1.0,5,2,1.0,16.0,2,4.0
30891,9,2,3,92000.0,51,5.0,1,1,1.0,21.0,2,4.0
30892,1,2,3,,51,,1,1,,11.0,1,
30893,8,1,3,26000.0,51,1.0,1,1,6.0,21.0,2,4.0
30894,2,1,3,71000.0,51,1.0,1,1,6.0,19.0,2,4.0
30895,1,2,3,65000.0,51,3.0,1,1,1.0,22.0,2,4.0
30896,1,2,3,147000.0,51,1.0,1,1,6.0,21.0,2,4.0
30897,1,2,3,30000.0,51,1.0,1,1,1.0,16.0,2,4.0
30898,1,1,3,106000.0,51,5.0,5,2,1.0,18.0,2,4.0
30899,8,1,3,45000.0,51,1.0,4,2,6.0,18.0,2,4.0
30900,1,1,3,115000.0,51,1.0,1,1,1.0,22.0,2,4.0
30901,9,1,3,32000.0,51,1.0,1,1,6.0,18.0,2,4.0
30902,1,2,3,54000.0,51,1.0,1,1,1.0,22.0,2,4.0
30903,6,1,3,,51,,1,1,,9.0,2,
30904,2,1,3,134000.0,51,5.0,1,1,6.0,19.0,1,2.0
30905,1,1,3,121000.0,51,5.0,1,1,1.0,22.0,2,1.0
30906,1,1,3,91000.0,51,2.0,1,1,1.0,24.0,1,4.0
30907,1,1,3,52000.0,51,1.0,1,1,6.0,19.0,2,4.0
30908,1,1,3,15430.0,51,1.0,5,2,6.0,16.0,2,4.0
30909,1,2,3,89000.0,51,2.0,1,1,1.0,20.0,2,4.0
30910,1,2,3,120.0,51,1.0,5,2,1.0,11.0,2,4.0
30911,1,2,3,72800.0,51,1.0,1,1,1.0,22.0,2,4.0
30912,2,2,3,16800.0,51,2.0,1,1,6.0,20.0,2,4.0
30913,1,2,3,31200.0,51,,1,1,1.0,19.0,2,4.0
30914,1,1,3,63000.0,51,1.0,5,2,1.0,18.0,2,4.0
30915,6,1,3,,51,,1,1,,2.0,2,
30916,1,2,3,328000.0,51,2.0,1,1,1.0,22.0,2,4.0
30917,1,2,3,43000.0,51,2.0,1,1,6.0,21.0,2,4.0
30918,1,1,3,56500.0,51,,1,1,1.0,19.0,2,3.0
30919,1,2,3,25000.0,51,1.0,1,1,4.0,20.0,2,4.0
30920,1,1,3,11000.0,51,1.0,1,1,6.0,16.0,2,4.0
30921,6,2,4,2000.0,53,1.0,4,2,6.0,19.0,2,4.0
30922,1,1,4,10400.0,53,,1,1,3.0,19.0,1,2.0
30923,1,1,4,52200.0,53,,1,1,3.0,21.0,1,4.0
30924,1,1,4,108000.0,53,3.0,1,1,4.0,23.0,2,4.0
30925,3,1,4,24000.0,53,5.0,1,1,2.0,19.0,2,1.0
30926,1,1,4,19500.0,53,,1,1,2.0,23.0,1,2.0
30927,1,2,4,12000.0,53,,1,1,4.0,16.0,1,4.0
30928,1,1,4,7200.0,53,,1,1,6.0,23.0,1,4.0
30929,1,1,4,0.0,53,1.0,1,1,6.0,16.0,2,4.0
30930,1,1,4,12700.0,53,2.0,1,1,6.0,19.0,2,4.0
30931,1,1,4,0.0,53,4.0,1,1,4.0,17.0,2,4.0
30932,1,2,4,0.0,53,1.0,1,1,6.0,21.0,1,4.0
30933,2,2,4,25000.0,53,4.0,1,1,4.0,19.0,2,4.0
30934,1,1,4,5200.0,53,2.0,1,1,6.0,21.0,1,4.0
30935,9,1,4,9700.0,53,1.0,2,1,6.0,19.0,2,4.0
30936,9,2,4,27300.0,53,2.0,1,1,6.0,19.0,2,4.0
30937,9,2,4,0.0,53,,4,2,3.0,16.0,1,4.0
30938,2,1,4,0.0,53,4.0,1,1,6.0,16.0,2,4.0
30939,1,1,4,0.0,53,,1,1,6.0,19.0,1,4.0
30940,3,1,4,10380.0,53,1.0,1,1,6.0,20.0,1,4.0
30941,1,1,4,30000.0,53,1.0,5,2,6.0,14.0,2,4.0
30942,3,1,4,0.0,53,6.0,1,1,2.0,17.0,2,4.0
30943,9,1,4,12500.0,53,1.0,1,1,6.0,18.0,2,4.0
30944,1,2,4,33000.0,53,,1,1,4.0,13.0,1,4.0
30945,1,2,4,21000.0,53,,1,1,3.0,17.0,1,4.0
30946,1,2,4,6000.0,53,1.0,1,1,6.0,19.0,2,4.0
30947,6,1,4,110.0,53,1.0,1,1,6.0,18.0,1,4.0
30948,1,2,4,65000.0,53,4.0,1,1,1.0,21.0,2,4.0
30949,1,1,4,0.0,53,,1,1,1.0,21.0,2,4.0
30950,8,2,4,40000.0,53,1.0,1,1,6.0,20.0,2,4.0
30951,1,2,4,3000.0,53,2.0,1,1,1.0,21.0,2,4.0
30952,8,2,4,13800.0,53,,1,1,2.0,15.0,1,4.0
30953,1,2,4,140000.0,53,4.0,1,1,1.0,24.0,2,4.0
30954,1,1,4,112900.0,53,,4,2,1.0,16.0,1,2.0
30955,1,2,4,200.0,53,1.0,1,1,6.0,14.0,1,4.0
30956,9,2,4,22800.0,53,1.0,1,1,1.0,16.0,2,4.0
30957,1,1,4,59000.0,53,1.0,1,1,1.0,12.0,2,4.0
30958,1,1,4,27700.0,53,2.0,1,1,6.0,19.0,2,4.0
30959,1,2,4,24200.0,53,,1,1,3.0,18.0,1,4.0
30960,1,1,4,0.0,53,9.0,1,1,2.0,21.0,2,4.0
30961,5,1,4,3000.0,53,,1,1,1.0,20.0,1,4.0
30962,1,2,4,60000.0,53,1.0,1,1,1.0,21.0,2,4.0
30963,1,2,4,120000.0,53,1.0,1,1,1.0,21.0,2,4.0
30964,1,1,4,300000.0,53,1.0,1,1,1.0,21.0,2,4.0
30965,1,2,4,60700.0,53,,1,1,3.0,18.0,1,4.0
30966,1,1,4,,53,,1,1,,5.0,2,
30967,1,2,4,58000.0,53,,1,1,4.0,16.0,2,4.0
30968,6,2,4,20000.0,53,3.0,5,2,1.0,20.0,2,4.0
30969,3,1,4,50000.0,53,1.0,1,1,6.0,14.0,2,4.0
30970,1,1,4,34000.0,53,2.0,1,1,1.0,16.0,1,2.0
30971,1,1,4,0.0,53,,1,1,6.0,13.0,2,
30972,6,2,4,0.0,53,,1,1,1.0,19.0,2,4.0
30973,1,1,4,,53,,1,1,,,2,
30974,1,2,4,43500.0,53,3.0,1,1,4.0,21.0,2,4.0
30975,1,1,4,103400.0,53,2.0,1,1,1.0,21.0,2,4.0
30976,1,1,4,11200.0,53,1.0,1,1,1.0,14.0,1,4.0
30977,1,1,4,65000.0,53,5.0,1,1,1.0,21.0,2,1.0
30978,7,2,4,30000.0,53,1.0,1,1,6.0,21.0,2,4.0
30979,1,1,4,,53,,1,1,,1.0,2,
30980,1,1,4,25500.0,53,1.0,1,1,6.0,16.0,2,4.0
30981,1,1,4,47000.0,53,2.0,3,1,1.0,17.0,2,4.0
30982,3,2,4,,53,,1,1,,10.0,2,
30983,1,1,4,46000.0,53,1.0,1,1,4.0,18.0,2,2.0
30984,1,1,4,22800.0,53,,1,1,1.0,16.0,1,4.0
30985,8,2,4,,53,,5,2,,10.0,2,
30986,1,2,4,40000.0,53,3.0,1,1,1.0,21.0,2,4.0
30987,8,1,4,25000.0,53,1.0,1,1,6.0,18.0,2,4.0
30988,1,2,4,35100.0,53,1.0,1,1,1.0,21.0,2,4.0
30989,9,1,4,60000.0,53,5.0,1,1,1.0,20.0,2,2.0
30990,1,2,4,50000.0,53,2.0,1,1,4.0,21.0,2,4.0
30991,9,2,4,,53,,1,1,,2.0,2,
30992,9,2,4,15600.0,53,1.0,1,1,1.0,21.0,2,4.0
30993,1,1,4,11300.0,53,1.0,1,1,6.0,19.0,2,4.0
30994,1,2,4,57030.0,53,1.0,1,1,1.0,20.0,2,4.0
30995,1,2,4,50000.0,53,1.0,1,1,6.0,21.0,2,4.0
30996,1,2,4,15200.0,53,,1,1,1.0,20.0,2,4.0
30997,1,1,4,56000.0,53,4.0,1,1,6.0,21.0,2,4.0
30998,1,1,4,72200.0,53,1.0,1,1,4.0,21.0,2,4.0
30999,1,1,4,65000.0,53,1.0,1,1,1.0,16.0,2,3.0
31000,1,1,4,55000.0,53,6.0,1,1,1.0,22.0,1,4.0
31001,1,1,4,110000.0,53,1.0,1,1,1.0,22.0,2,4.0
31002,1,1,4,39300.0,53,,1,1,3.0,18.0,2,4.0
31003,1,2,4,0.0,53,,1,1,1.0,23.0,2,4.0
31004,1,2,4,45000.0,53,1.0,1,1,1.0,21.0,2,4.0
31005,6,2,4,5000.0,53,1.0,4,2,4.0,19.0,1,4.0
31006,6,2,4,7700.0,53,,4,2,1.0,21.0,2,4.0
31007,6,2,4,0.0,53,6.0,4,2,2.0,16.0,2,4.0
31008,6,1,4,0.0,53,,1,1,6.0,13.0,2,
31009,1,1,4,,53,,1,1,,1.0,2,
31010,6,2,4,14770.0,53,4.0,4,2,4.0,22.0,1,4.0
31011,1,1,4,70000.0,53,1.0,1,1,1.0,17.0,2,4.0
31012,1,2,4,85600.0,53,1.0,1,1,4.0,20.0,2,4.0
31013,1,2,4,60000.0,53,2.0,1,1,6.0,21.0,2,4.0
31014,1,2,4,15600.0,53,,1,1,1.0,16.0,2,4.0
31015,1,1,4,,53,,1,1,,,2,
31016,1,2,4,31300.0,53,,1,1,1.0,22.0,2,4.0
31017,6,2,4,199000.0,53,1.0,4,2,1.0,24.0,1,4.0
31018,1,2,4,0.0,53,,1,1,1.0,21.0,2,4.0
31019,6,2,4,59000.0,53,1.0,4,2,1.0,20.0,2,4.0
31020,9,1,4,,53,,1,1,,3.0,2,
31021,9,1,4,,53,,1,1,,9.0,2,
31022,1,1,4,60000.0,53,,1,1,1.0,22.0,2,4.0
31023,6,2,4,120000.0,53,1.0,5,2,1.0,23.0,2,4.0
31024,6,2,4,70000.0,53,2.0,4,2,1.0,21.0,2,4.0
31025,1,1,4,15000.0,53,1.0,1,1,6.0,20.0,2,4.0
31026,1,1,4,0.0,53,1.0,1,1,1.0,16.0,2,4.0
31027,1,2,4,42000.0,53,6.0,1,1,1.0,16.0,2,4.0
31028,1,2,4,32000.0,53,1.0,1,1,1.0,16.0,2,4.0
31029,9,1,4,,53,,1,1,,,2,
31030,1,2,4,,53,,1,1,,5.0,2,
31031,6,2,4,,53,,1,1,,,2,
31032,1,1,4,45600.0,53,,1,1,1.0,19.0,2,4.0
31033,9,1,4,327800.0,53,7.0,4,2,4.0,17.0,1,4.0
31034,1,2,4,3400.0,53,,1,1,4.0,16.0,1,4.0
31035,1,1,4,65000.0,53,1.0,1,1,1.0,21.0,2,4.0
31036,1,1,4,,53,,1,1,,5.0,2,
31037,6,1,4,931000.0,53,1.0,4,2,1.0,21.0,2,4.0
31038,2,2,4,5000.0,53,1.0,1,1,6.0,18.0,2,4.0
31039,1,1,4,124000.0,53,1.0,1,1,1.0,19.0,2,4.0
31040,6,2,4,,53,,1,1,,,2,
31041,6,1,4,,53,,1,1,,,2,
31042,1,2,4,0.0,53,,4,2,1.0,17.0,2,4.0
31043,1,1,4,15000.0,53,1.0,1,1,6.0,21.0,2,4.0
31044,1,2,4,88000.0,53,1.0,1,1,1.0,19.0,2,4.0
31045,8,2,4,0.0,53,,5,2,1.0,9.0,2,4.0
31046,9,1,4,,53,,2,1,,11.0,2,
31047,1,2,4,46400.0,53,,1,1,3.0,16.0,2,4.0
31048,1,2,4,61800.0,53,1.0,1,1,5.0,21.0,2,4.0
31049,8,1,4,,53,,1,1,,,2,
31050,1,1,4,122600.0,53,1.0,1,1,1.0,22.0,2,2.0
31051,1,2,4,50000.0,53,1.0,1,1,2.0,19.0,2,4.0
31052,6,1,4,146500.0,53,1.0,5,2,1.0,22.0,2,4.0
31053,1,1,4,,53,,1,1,,3.0,2,
31054,1,1,4,47000.0,53,1.0,3,1,6.0,21.0,2,4.0
31055,1,2,4,9300.0,53,,1,1,1.0,16.0,2,4.0
31056,1,1,4,44200.0,53,1.0,1,1,6.0,16.0,2,2.0
31057,1,1,4,150000.0,53,1.0,1,1,6.0,21.0,2,4.0
31058,1,2,4,8250.0,53,6.0,4,2,4.0,22.0,2,4.0
31059,1,2,4,60000.0,53,1.0,1,1,4.0,21.0,2,4.0
31060,1,1,4,150000.0,53,1.0,1,1,1.0,21.0,2,4.0
31061,6,1,4,85300.0,53,2.0,4,2,1.0,24.0,2,4.0
31062,1,2,4,30000.0,53,1.0,1,1,1.0,17.0,2,4.0
31063,1,1,4,13100.0,53,,1,1,1.0,19.0,2,3.0
31064,1,2,4,14100.0,53,,1,1,4.0,16.0,2,4.0
31065,8,1,4,44500.0,53,1.0,1,1,6.0,16.0,2,4.0
31066,1,1,4,425000.0,53,7.0,1,1,1.0,23.0,2,4.0
31067,9,2,4,10600.0,53,3.0,4,2,6.0,18.0,2,4.0
31068,1,1,4,,53,,1,1,,1.0,2,
31069,9,1,4,0.0,53,9.0,1,1,6.0,16.0,1,4.0
31070,1,1,4,100000.0,53,,1,1,1.0,21.0,2,4.0
31071,1,2,4,2300.0,53,,1,1,6.0,12.0,2,
31072,1,1,4,100000.0,53,1.0,1,1,6.0,21.0,2,4.0
31073,1,2,4,10700.0,53,6.0,1,1,1.0,24.0,2,4.0
31074,6,1,4,45000.0,53,1.0,1,1,6.0,21.0,2,4.0
31075,1,1,4,5000.0,53,1.0,1,1,6.0,19.0,2,4.0
31076,1,1,4,99000.0,53,5.0,1,1,1.0,23.0,2,1.0
31077,1,1,4,200000.0,53,1.0,1,1,4.0,14.0,2,4.0
31078,1,1,4,78420.0,53,1.0,1,1,1.0,19.0,2,4.0
31079,1,2,4,0.0,53,,4,2,1.0,16.0,2,4.0
31080,1,2,4,12200.0,53,1.0,1,1,1.0,22.0,1,4.0
31081,9,1,4,,53,,1,1,,1.0,2,
31082,2,1,4,25000.0,53,1.0,3,1,6.0,16.0,2,4.0
31083,1,1,4,70000.0,53,1.0,1,1,2.0,16.0,2,4.0
31084,9,2,4,,53,,1,1,,7.0,2,
31085,1,1,4,38390.0,53,1.0,1,1,1.0,20.0,2,4.0
31086,6,2,4,0.0,53,,4,2,4.0,21.0,2,4.0
31087,1,1,4,202000.0,53,1.0,5,2,1.0,24.0,2,4.0
31088,1,2,4,90000.0,53,3.0,1,1,1.0,22.0,2,4.0
31089,1,2,4,42100.0,53,1.0,1,1,6.0,20.0,2,4.0
31090,1,2,4,34700.0,53,6.0,1,1,1.0,20.0,2,4.0
31091,1,1,4,201000.0,53,1.0,1,1,6.0,21.0,2,4.0
31092,1,1,4,120000.0,53,6.0,1,1,1.0,21.0,1,4.0
31093,9,1,4,,53,,1,1,,9.0,2,
31094,1,1,4,0.0,53,,1,1,6.0,12.0,2,
31095,3,1,4,71000.0,53,1.0,1,1,1.0,20.0,2,4.0
31096,1,2,4,9500.0,53,1.0,1,1,6.0,16.0,2,4.0
31097,1,1,4,112000.0,53,1.0,1,1,6.0,20.0,2,4.0
31098,1,1,4,65500.0,53,1.0,1,1,6.0,22.0,2,4.0
31099,1,2,4,10000.0,53,,1,1,1.0,19.0,1,4.0
31100,9,1,4,24600.0,53,,1,1,1.0,16.0,2,2.0
31101,1,1,4,36900.0,53,,1,1,6.0,21.0,1,2.0
31102,1,2,4,,53,,1,1,,8.0,2,
31103,1,1,4,30000.0,53,1.0,1,1,1.0,14.0,2,4.0
31104,1,1,4,,53,,1,1,,10.0,2,
31105,6,1,4,104000.0,53,1.0,1,1,2.0,16.0,2,2.0
31106,1,2,4,44900.0,53,5.0,1,1,6.0,19.0,2,2.0
31107,1,1,4,75000.0,53,1.0,1,1,1.0,19.0,2,4.0
31108,1,1,4,,53,,1,1,,6.0,2,
31109,1,1,4,54800.0,53,6.0,1,1,1.0,23.0,2,4.0
31110,1,1,4,64150.0,53,6.0,3,1,1.0,14.0,2,4.0
31111,6,2,4,1000.0,53,1.0,1,1,6.0,19.0,1,4.0
31112,2,2,4,50000.0,53,7.0,5,2,1.0,11.0,2,4.0
31113,1,2,4,20000.0,53,1.0,1,1,4.0,19.0,2,4.0
31114,1,2,4,14300.0,53,,1,1,1.0,19.0,2,4.0
31115,6,2,4,0.0,53,6.0,5,2,1.0,16.0,2,4.0
31116,6,1,4,27020.0,53,,4,2,3.0,21.0,2,4.0
31117,1,1,4,11500.0,53,1.0,1,1,6.0,19.0,2,2.0
31118,1,2,4,20000.0,53,1.0,1,1,1.0,19.0,2,4.0
31119,1,1,4,150000.0,53,1.0,1,1,1.0,21.0,2,4.0
31120,1,1,4,360.0,53,1.0,1,1,4.0,20.0,1,4.0
31121,1,1,4,577000.0,53,1.0,1,1,6.0,21.0,2,4.0
31122,1,1,4,75000.0,53,1.0,1,1,1.0,21.0,2,4.0
31123,1,2,4,0.0,53,,1,1,1.0,18.0,1,4.0
31124,9,2,4,150000.0,53,2.0,1,1,1.0,24.0,2,4.0
31125,1,2,4,0.0,53,,1,1,1.0,12.0,2,4.0
31126,6,2,4,9500.0,53,,4,2,3.0,7.0,2,4.0
31127,1,2,4,830.0,53,6.0,1,1,1.0,18.0,2,4.0
31128,1,1,4,44300.0,53,,1,1,4.0,16.0,1,2.0
31129,1,1,4,85560.0,53,1.0,1,1,1.0,21.0,2,4.0
31130,1,2,4,9000.0,53,,1,1,1.0,16.0,2,4.0
31131,1,1,4,,53,,1,1,,8.0,2,
31132,1,2,4,25000.0,53,4.0,1,1,6.0,16.0,2,4.0
31133,1,2,4,,53,,1,1,,,2,
31134,8,1,4,15000.0,53,1.0,1,1,6.0,16.0,2,4.0
31135,6,1,4,0.0,53,,3,1,1.0,24.0,2,4.0
31136,1,2,4,100000.0,53,3.0,1,1,1.0,23.0,2,4.0
31137,1,1,4,126000.0,53,2.0,1,1,4.0,23.0,2,4.0
31138,9,2,4,,53,,1,1,,4.0,2,
31139,1,1,4,195000.0,53,1.0,4,2,1.0,24.0,2,4.0
31140,1,1,4,466000.0,53,6.0,1,1,1.0,23.0,2,4.0
31141,9,2,4,820.0,53,1.0,1,1,6.0,13.0,2,
31142,1,1,4,-1600.0,53,1.0,1,1,1.0,19.0,2,4.0
31143,1,2,4,28900.0,53,1.0,1,1,1.0,16.0,2,4.0
31144,9,1,4,15600.0,53,,3,1,1.0,19.0,2,4.0
31145,1,2,4,50750.0,53,4.0,1,1,6.0,22.0,2,4.0
31146,1,2,4,20200.0,53,,1,1,3.0,16.0,1,4.0
31147,1,1,4,120000.0,53,3.0,1,1,1.0,21.0,2,4.0
31148,1,1,4,243000.0,53,1.0,5,2,1.0,21.0,2,4.0
31149,6,2,4,31700.0,53,1.0,4,2,1.0,16.0,2,4.0
31150,1,2,4,18900.0,53,1.0,1,1,1.0,19.0,2,4.0
