ID,RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
4277,1,1,4,72000.0,6,1.0,1,1,6.0,21.0,2,4.0
4278,1,1,4,,6,,1,1,,,2,
4279,9,1,4,5000.0,6,,1,1,5.0,14.0,2,4.0
4280,1,1,4,18400.0,6,,4,2,3.0,20.0,2,2.0
4281,8,2,4,20000.0,6,1.0,5,2,1.0,16.0,2,4.0
4282,1,2,4,45000.0,6,1.0,1,1,6.0,21.0,2,4.0
4283,6,2,4,50000.0,6,2.0,4,2,3.0,19.0,2,4.0
4284,8,1,4,36000.0,6,1.0,5,2,6.0,16.0,2,4.0
4285,9,2,4,0.0,6,1.0,1,1,4.0,19.0,2,2.0
4286,6,1,4,1100.0,6,,5,2,1.0,16.0,2,4.0
4287,1,2,4,13800.0,6,,1,1,1.0,16.0,1,4.0
4288,1,1,4,,6,,3,1,,,2,
4289,6,1,4,,6,,1,1,,3.0,2,
4290,1,1,4,17000.0,6,1.0,4,2,1.0,19.0,2,4.0
4291,1,2,4,,6,,1,1,,4.0,2,
4292,1,1,4,250000.0,6,1.0,1,1,1.0,22.0,1,4.0
4293,1,1,4,94600.0,6,7.0,4,2,1.0,19.0,2,2.0
4294,6,1,4,130000.0,6,1.0,5,2,6.0,22.0,2,4.0
4295,1,2,4,0.0,6,,1,1,6.0,16.0,2,4.0
4296,1,2,4,,6,,1,1,,7.0,2,
4297,8,1,4,90000.0,6,1.0,1,1,6.0,21.0,2,4.0
4298,8,2,4,21300.0,6,3.0,5,2,6.0,17.0,1,4.0
4299,6,2,4,26700.0,6,1.0,5,2,1.0,1.0,2,4.0
4300,8,1,4,55000.0,6,1.0,1,1,6.0,20.0,2,4.0
4301,8,2,4,30000.0,6,1.0,4,2,1.0,17.0,2,4.0
4302,8,1,4,50000.0,6,1.0,1,1,1.0,15.0,2,4.0
4303,1,2,4,12750.0,6,1.0,1,1,4.0,22.0,2,4.0
4304,9,1,4,25000.0,6,1.0,1,1,6.0,17.0,2,4.0
4305,1,2,4,8000.0,6,,4,2,4.0,11.0,1,4.0
4306,9,2,4,,6,,1,1,,1.0,2,
4307,1,2,4,0.0,6,,1,1,1.0,21.0,2,4.0
4308,1,1,4,153000.0,6,1.0,1,1,6.0,19.0,2,4.0
4309,6,2,4,38400.0,6,1.0,5,2,6.0,19.0,1,4.0
4310,1,2,4,85000.0,6,1.0,1,1,3.0,20.0,2,4.0
4311,8,2,4,0.0,6,1.0,4,2,1.0,12.0,2,4.0
4312,9,1,4,,6,,1,1,,8.0,2,
4313,6,1,4,26000.0,6,1.0,3,1,2.0,22.0,2,4.0
4314,2,1,4,21400.0,6,,1,1,1.0,16.0,1,2.0
4315,8,1,4,20000.0,6,1.0,1,1,6.0,16.0,2,4.0
4316,1,2,4,,6,,1,1,,6.0,1,
4317,6,1,4,14400.0,6,1.0,1,1,6.0,16.0,2,4.0
4318,8,2,4,,6,,1,1,,7.0,2,
4319,1,2,4,7200.0,6,1.0,5,2,1.0,18.0,2,4.0
4320,6,2,4,,6,,5,2,,1.0,2,
4321,8,2,4,1200.0,6,1.0,2,1,4.0,16.0,2,4.0
4322,8,2,4,68000.0,6,1.0,1,1,6.0,18.0,2,4.0
4323,6,1,4,21600.0,6,6.0,1,1,6.0,16.0,1,4.0
4324,9,1,4,0.0,6,1.0,1,1,6.0,16.0,2,4.0
4325,1,1,4,,6,,1,1,,6.0,2,
4326,1,2,4,82000.0,6,3.0,1,1,1.0,21.0,2,4.0
4327,6,2,4,11400.0,6,,4,2,6.0,9.0,2,4.0
4328,8,2,4,0.0,6,,1,1,6.0,20.0,2,4.0
4329,6,1,4,20200.0,6,1.0,1,1,6.0,19.0,2,4.0
4330,2,2,4,9000.0,6,3.0,1,1,6.0,20.0,2,4.0
4331,1,2,4,15000.0,6,,1,1,6.0,15.0,1,4.0
4332,9,2,4,47000.0,6,1.0,5,2,2.0,16.0,2,4.0
4333,8,2,4,50000.0,6,1.0,1,1,6.0,16.0,2,4.0
4334,1,2,4,202000.0,6,6.0,1,1,1.0,17.0,2,4.0
4335,1,2,4,45000.0,6,1.0,1,1,6.0,16.0,2,4.0
4336,6,2,4,46000.0,6,1.0,4,2,1.0,16.0,2,4.0
4337,1,2,4,35000.0,6,4.0,1,1,2.0,24.0,2,4.0
4338,1,2,4,11400.0,6,,1,1,6.0,16.0,1,4.0
4339,1,1,4,,6,,1,1,,,2,
4340,1,1,4,150000.0,6,1.0,5,2,1.0,24.0,2,4.0
4341,1,1,4,39000.0,6,1.0,1,1,6.0,16.0,2,4.0
4342,1,2,4,,6,,1,1,,,2,
4343,1,2,4,71500.0,6,,1,1,3.0,18.0,1,4.0
4344,8,1,4,0.0,6,7.0,5,2,1.0,1.0,1,4.0
4345,1,1,4,153400.0,6,1.0,1,1,1.0,21.0,2,2.0
4346,1,1,4,60800.0,6,6.0,1,1,4.0,15.0,1,4.0
4347,1,2,4,0.0,6,1.0,1,1,4.0,14.0,1,4.0
4348,1,2,4,6000.0,6,1.0,1,1,6.0,16.0,2,4.0
4349,9,1,4,0.0,6,2.0,4,2,1.0,16.0,2,4.0
4350,9,1,4,194200.0,6,2.0,1,1,1.0,23.0,2,4.0
4351,1,1,4,50800.0,6,,1,1,1.0,21.0,2,4.0
4352,9,1,4,34300.0,6,1.0,1,1,4.0,18.0,2,4.0
4353,1,1,4,65000.0,6,1.0,1,1,1.0,19.0,2,4.0
4354,8,1,4,15000.0,6,3.0,1,1,6.0,21.0,2,4.0
4355,1,2,4,52000.0,6,1.0,1,1,6.0,18.0,2,4.0
4356,6,2,4,0.0,6,,5,2,1.0,1.0,2,4.0
4357,1,2,4,27400.0,6,6.0,1,1,4.0,19.0,2,4.0
4358,1,1,4,90700.0,6,6.0,1,1,1.0,21.0,2,2.0
4359,9,1,4,29800.0,6,,1,1,1.0,16.0,2,2.0
4360,8,1,4,500.0,6,2.0,1,1,1.0,1.0,2,4.0
4361,9,2,4,8400.0,6,,4,2,2.0,8.0,1,4.0
4362,1,2,4,34600.0,6,3.0,1,1,6.0,21.0,2,4.0
4363,1,2,4,92100.0,6,,1,1,6.0,21.0,2,4.0
4364,1,1,4,,6,,1,1,,3.0,2,
4365,6,1,4,0.0,6,,1,1,6.0,14.0,2,4.0
4366,6,1,4,20800.0,6,1.0,4,2,2.0,21.0,2,4.0
4367,9,1,4,0.0,6,,1,1,6.0,12.0,2,
4368,1,2,4,24000.0,6,1.0,1,1,6.0,19.0,2,4.0
4369,1,2,4,2400.0,6,2.0,1,1,6.0,16.0,2,4.0
4370,1,2,4,36300.0,6,,1,1,3.0,21.0,1,4.0
4371,1,1,4,300000.0,6,1.0,1,1,1.0,21.0,2,4.0
4372,1,2,4,0.0,6,,1,1,6.0,14.0,2,
4373,1,2,4,240400.0,6,,1,1,3.0,21.0,2,4.0
4374,1,1,4,,6,,1,1,,1.0,2,
4375,9,1,4,30000.0,6,1.0,4,2,1.0,18.0,2,4.0
4376,2,2,4,75000.0,6,3.0,1,1,1.0,20.0,1,4.0
4377,1,2,4,14400.0,6,,1,1,3.0,16.0,1,4.0
4378,9,2,4,0.0,6,,5,2,1.0,16.0,2,4.0
4379,9,2,4,14000.0,6,1.0,4,2,1.0,15.0,2,4.0
4380,1,1,4,14600.0,6,2.0,1,1,1.0,15.0,1,4.0
4381,1,2,4,34000.0,6,,4,2,3.0,16.0,2,4.0
4382,6,1,4,75000.0,6,1.0,5,2,6.0,22.0,2,4.0
4383,1,2,4,13020.0,6,2.0,1,1,4.0,19.0,1,4.0
4384,9,2,4,6000.0,6,1.0,4,2,1.0,16.0,2,4.0
4385,8,1,4,0.0,6,,5,2,6.0,16.0,2,4.0
4386,9,2,4,30000.0,6,3.0,4,2,4.0,16.0,1,4.0
4387,8,1,4,6000.0,6,1.0,1,1,6.0,16.0,2,4.0
4388,6,1,4,40000.0,6,2.0,5,2,6.0,21.0,2,4.0
4389,8,2,4,4800.0,6,3.0,5,2,1.0,9.0,2,4.0
4390,9,2,4,0.0,6,2.0,1,1,1.0,21.0,2,4.0
4391,1,2,4,5200.0,6,,1,1,6.0,12.0,2,
4392,1,1,4,300000.0,6,5.0,4,2,1.0,24.0,2,4.0
4393,9,2,4,45000.0,6,4.0,1,1,1.0,22.0,2,4.0
4394,1,2,4,1300.0,6,2.0,1,1,1.0,24.0,2,4.0
4395,1,2,4,11000.0,6,3.0,1,1,1.0,20.0,2,4.0
4396,1,1,4,20000.0,6,6.0,1,1,1.0,20.0,2,4.0
4397,1,2,4,,6,,1,1,,6.0,2,
4398,9,2,4,62000.0,6,,1,1,6.0,16.0,2,4.0
4399,2,2,4,300.0,6,3.0,1,1,6.0,14.0,2,4.0
4400,9,1,4,40000.0,6,1.0,4,2,1.0,11.0,2,4.0
4401,9,1,4,147000.0,6,7.0,1,1,1.0,16.0,2,4.0
4402,9,1,4,10200.0,6,,4,2,6.0,1.0,1,4.0
4403,1,2,4,,6,,1,1,,,2,
4404,8,1,4,19800.0,6,7.0,5,2,1.0,12.0,2,4.0
4405,1,2,4,0.0,6,1.0,4,2,1.0,20.0,2,4.0
4406,1,1,4,120000.0,6,1.0,4,2,1.0,21.0,2,4.0
4407,9,2,4,,6,,1,1,,3.0,2,
4408,9,1,4,3800.0,6,1.0,1,1,6.0,21.0,2,4.0
4409,8,1,4,25000.0,6,1.0,5,2,6.0,12.0,2,4.0
4410,1,1,4,0.0,6,1.0,1,1,6.0,16.0,2,4.0
4411,9,1,4,175000.0,6,5.0,3,1,1.0,21.0,2,4.0
4412,6,1,4,,6,,5,2,,10.0,2,
4413,1,2,4,8400.0,6,,1,1,3.0,19.0,1,4.0
4414,1,2,4,0.0,6,,1,1,1.0,19.0,2,4.0
4415,8,2,4,1000.0,6,1.0,5,2,6.0,15.0,2,4.0
4416,6,2,4,0.0,6,,5,2,1.0,12.0,2,4.0
4417,9,2,4,30000.0,6,7.0,1,1,1.0,19.0,1,4.0
4418,1,2,4,51100.0,6,,1,1,1.0,24.0,2,4.0
4419,6,1,4,26000.0,6,,4,2,1.0,21.0,1,4.0
4420,1,1,4,100500.0,6,1.0,1,1,6.0,16.0,2,4.0
4421,8,2,4,58000.0,6,1.0,1,1,1.0,16.0,2,4.0
4422,9,1,4,51000.0,6,1.0,4,2,1.0,1.0,2,4.0
4423,9,1,4,,6,,1,1,,10.0,2,
4424,1,2,4,36500.0,6,,1,1,1.0,18.0,2,4.0
4425,9,2,4,10100.0,6,3.0,1,1,1.0,22.0,2,4.0
4426,1,2,4,67000.0,6,2.0,1,1,4.0,19.0,2,4.0
4427,9,2,4,,6,,1,1,,11.0,2,
4428,9,2,4,,6,,1,1,,2.0,2,
4429,8,1,4,0.0,6,,1,1,6.0,14.0,2,
4430,8,1,4,,6,,1,1,,3.0,2,
4431,2,1,4,0.0,6,1.0,1,1,6.0,16.0,2,4.0
4432,6,2,4,69000.0,6,,1,1,1.0,18.0,2,4.0
4433,6,2,4,0.0,6,,1,1,6.0,12.0,1,
4434,8,1,4,0.0,6,,1,1,6.0,14.0,2,
4435,1,1,4,632000.0,6,1.0,1,1,1.0,24.0,2,4.0
4436,1,2,4,,6,,3,1,,3.0,2,
4437,1,2,4,427500.0,6,,1,1,3.0,19.0,2,4.0
4438,8,2,4,43000.0,6,1.0,1,1,1.0,19.0,1,4.0
4439,1,1,4,210400.0,6,1.0,1,1,1.0,21.0,2,4.0
4440,8,2,4,0.0,6,,1,1,1.0,16.0,1,4.0
4441,9,2,4,0.0,6,,1,1,6.0,19.0,2,4.0
4442,6,1,4,68600.0,6,,4,2,1.0,21.0,2,4.0
4443,1,1,4,225000.0,6,1.0,1,1,5.0,21.0,2,4.0
4444,1,2,4,880.0,6,6.0,1,1,6.0,19.0,2,4.0
4445,1,1,4,45000.0,6,1.0,1,1,6.0,16.0,2,4.0
4446,6,1,4,,6,,1,1,,2.0,2,
4447,1,2,4,8300.0,6,,1,1,4.0,18.0,1,4.0
4448,9,2,4,73000.0,6,1.0,1,1,6.0,22.0,2,4.0
4449,1,2,4,,6,,1,1,,10.0,2,
4450,1,1,4,61220.0,6,,1,1,6.0,21.0,1,4.0
4451,6,1,4,,6,,1,1,,8.0,2,
4452,5,1,4,97000.0,6,1.0,1,1,4.0,22.0,1,4.0
4453,6,1,4,133000.0,6,5.0,4,2,4.0,23.0,2,2.0
4454,1,2,4,5140.0,6,,1,1,1.0,16.0,2,4.0
4455,8,1,4,25000.0,6,1.0,1,1,1.0,14.0,2,4.0
4456,1,2,4,80000.0,6,4.0,1,1,1.0,21.0,2,4.0
4457,8,1,4,,6,,1,1,,,2,
4458,1,1,4,,6,,1,1,,7.0,2,
4459,6,1,4,11200.0,6,,5,2,5.0,16.0,2,4.0
4460,9,1,4,69000.0,6,5.0,1,1,1.0,16.0,1,2.0
4461,1,2,4,0.0,6,,4,2,6.0,13.0,2,
4462,9,1,4,226000.0,6,3.0,1,1,1.0,19.0,2,4.0
4463,1,1,4,22700.0,6,7.0,1,1,1.0,22.0,2,4.0
4464,8,1,4,31000.0,6,1.0,1,1,6.0,16.0,2,4.0
4465,3,1,4,72000.0,6,3.0,4,2,1.0,22.0,1,4.0
4466,1,1,4,70000.0,6,4.0,1,1,4.0,19.0,2,4.0
4467,9,2,4,48000.0,6,4.0,1,1,4.0,18.0,1,4.0
4468,8,2,4,0.0,6,,4,2,1.0,1.0,2,4.0
4469,8,2,4,0.0,6,1.0,1,1,6.0,16.0,2,4.0
4470,1,1,4,150000.0,6,1.0,1,1,1.0,21.0,2,4.0
4471,8,1,4,70000.0,6,1.0,1,1,1.0,19.0,2,4.0
4472,1,2,4,0.0,6,,1,1,3.0,18.0,2,4.0
4473,1,2,4,23400.0,6,,1,1,3.0,14.0,2,4.0
4474,8,2,4,13000.0,6,1.0,5,2,5.0,16.0,2,4.0
4475,3,2,4,15000.0,6,1.0,1,1,6.0,19.0,2,4.0
4476,6,1,4,,6,,5,2,,11.0,2,
4477,1,2,4,8000.0,6,3.0,1,1,1.0,20.0,2,4.0
4478,8,2,4,28800.0,6,1.0,4,2,4.0,16.0,2,4.0
4479,8,2,4,50000.0,6,1.0,1,1,6.0,19.0,2,4.0
4480,7,1,4,,6,,1,1,,,2,
4481,6,1,4,150000.0,6,1.0,1,1,1.0,21.0,2,4.0
4482,9,2,4,0.0,6,,1,1,6.0,20.0,2,4.0
4483,1,2,4,321500.0,6,1.0,1,1,4.0,19.0,2,4.0
4484,9,2,4,0.0,6,1.0,1,1,1.0,16.0,2,4.0
4485,9,1,4,,6,,1,1,,,2,
4486,6,1,4,63000.0,6,1.0,1,1,6.0,21.0,2,4.0
4487,2,1,4,48000.0,6,3.0,1,1,4.0,21.0,2,4.0
4488,9,1,4,10500.0,6,1.0,1,1,6.0,16.0,1,4.0
4489,1,1,4,33300.0,6,,1,1,1.0,21.0,2,4.0
4490,9,1,4,55000.0,6,1.0,1,1,1.0,18.0,2,4.0
4491,8,2,4,,6,,1,1,,,2,
4492,1,2,4,0.0,6,,1,1,1.0,21.0,1,4.0
4493,6,2,4,,6,,1,1,,4.0,2,
4494,8,1,4,40020.0,6,1.0,1,1,1.0,1.0,2,4.0
4495,1,2,4,22100.0,6,1.0,1,1,2.0,16.0,2,4.0
4496,8,1,4,0.0,6,,5,2,6.0,19.0,2,4.0
4497,6,1,4,60000.0,6,1.0,5,2,6.0,21.0,2,4.0
4498,8,2,4,0.0,6,,5,2,1.0,16.0,2,4.0
4499,6,1,4,0.0,6,,4,2,5.0,1.0,1,2.0
4500,9,2,4,0.0,6,,1,1,1.0,20.0,2,4.0
4501,8,1,4,30000.0,6,1.0,5,2,6.0,4.0,2,4.0
4502,1,1,4,37000.0,6,1.0,1,1,1.0,16.0,2,4.0
4503,6,1,4,144200.0,6,1.0,5,2,3.0,22.0,2,4.0
4504,6,1,4,,6,,1,1,,2.0,2,
4505,1,1,4,5400.0,6,6.0,1,1,6.0,19.0,2,4.0
4506,1,1,4,19400.0,6,1.0,1,1,3.0,22.0,2,3.0
4507,1,2,4,123000.0,6,1.0,5,2,1.0,24.0,2,4.0
4508,1,1,4,75000.0,6,2.0,1,1,1.0,21.0,2,4.0
4509,6,1,4,,6,,1,1,,7.0,2,
4510,1,1,4,,6,,1,1,,4.0,2,
4511,9,1,4,22100.0,6,6.0,1,1,6.0,22.0,2,4.0
4512,6,1,4,22000.0,6,2.0,1,1,6.0,21.0,2,4.0
4513,1,2,4,10000.0,6,,4,2,1.0,16.0,1,4.0
4514,9,2,4,10600.0,6,1.0,1,1,6.0,14.0,2,4.0
4515,1,2,4,11500.0,6,,1,1,3.0,14.0,2,4.0
4516,1,1,4,78600.0,6,2.0,1,1,1.0,20.0,1,2.0
4517,1,1,4,62680.0,6,,1,1,1.0,21.0,2,4.0
4518,8,2,4,300.0,6,,1,1,6.0,13.0,2,
4519,8,2,4,4200.0,6,2.0,1,1,6.0,16.0,2,4.0
4520,6,1,4,16200.0,6,,1,1,6.0,21.0,2,2.0
4521,1,1,4,30000.0,6,5.0,1,1,6.0,18.0,2,3.0
4522,6,2,4,,6,,1,1,,7.0,2,
4523,8,1,4,,6,,1,1,,9.0,2,
4524,1,1,4,40200.0,6,,1,1,4.0,17.0,2,2.0
4525,9,2,4,,6,,1,1,,1.0,2,
4526,9,1,4,,6,,1,1,,,2,
4527,1,2,4,40000.0,6,1.0,1,1,6.0,16.0,2,4.0
4528,9,1,4,,6,,1,1,,8.0,2,
4529,6,2,4,,6,,1,1,,9.0,2,
4530,6,2,4,12100.0,6,1.0,5,2,4.0,22.0,2,4.0
4531,1,1,4,40000.0,6,1.0,1,1,6.0,19.0,2,4.0
4532,1,1,4,203400.0,6,1.0,1,1,1.0,23.0,2,4.0
4533,1,1,4,18000.0,6,,1,1,4.0,21.0,2,2.0
4534,1,2,4,7300.0,6,,1,1,6.0,13.0,2,4.0
4535,1,2,4,42000.0,6,7.0,1,1,6.0,17.0,1,4.0
4536,1,2,4,,6,,1,1,,12.0,2,
4537,1,2,4,0.0,6,1.0,1,1,6.0,21.0,2,4.0
4538,9,1,4,42000.0,6,2.0,1,1,1.0,9.0,2,4.0
4539,1,2,4,28000.0,6,6.0,1,1,6.0,19.0,2,4.0
4540,8,2,4,,6,,1,1,,7.0,2,
4541,1,2,4,20000.0,6,1.0,1,1,6.0,20.0,2,4.0
4542,8,1,4,1800.0,6,2.0,5,2,6.0,1.0,2,4.0
4543,1,2,4,100000.0,6,1.0,1,1,4.0,13.0,2,4.0
4544,1,1,4,0.0,6,,1,1,6.0,12.0,2,
4545,6,2,4,9600.0,6,,4,2,1.0,21.0,2,4.0
4546,1,2,4,8000.0,6,4.0,1,1,1.0,22.0,2,4.0
4547,8,1,4,0.0,6,,5,2,6.0,13.0,2,
4548,8,2,4,,6,,1,1,,,2,
4549,6,2,4,,6,,1,1,,5.0,2,
4550,9,1,4,,6,,1,1,,1.0,2,
4551,1,2,4,16800.0,6,1.0,1,1,6.0,16.0,2,4.0
4552,2,1,4,15000.0,6,1.0,4,2,4.0,20.0,2,4.0
4553,1,1,4,12400.0,6,1.0,1,1,6.0,21.0,2,4.0
4554,1,2,4,50900.0,6,,1,1,1.0,22.0,2,4.0
4555,1,2,4,30000.0,6,,1,1,1.0,21.0,2,4.0
4556,2,1,4,5500.0,6,,1,1,1.0,19.0,2,2.0
4557,1,2,4,263700.0,6,6.0,1,1,4.0,16.0,2,4.0
4558,1,2,4,122200.0,6,,1,1,1.0,21.0,1,4.0
4559,1,1,4,104000.0,6,1.0,1,1,4.0,21.0,2,4.0
4560,6,1,4,,6,,1,1,,,2,
4561,8,1,4,55000.0,6,6.0,5,2,1.0,16.0,2,4.0
4562,1,2,4,27000.0,6,6.0,1,1,1.0,22.0,2,4.0
4563,8,1,4,40000.0,6,1.0,1,1,6.0,14.0,2,4.0
4564,8,2,4,0.0,6,1.0,1,1,6.0,20.0,2,4.0
4565,9,1,4,55000.0,6,7.0,1,1,1.0,21.0,2,4.0
4566,1,2,4,7500.0,6,,4,2,3.0,16.0,1,4.0
4567,6,2,4,45000.0,6,2.0,1,1,6.0,16.0,2,4.0
4568,2,1,4,30000.0,6,1.0,1,1,6.0,20.0,2,4.0
4569,1,2,4,,6,,1,1,,11.0,2,
4570,9,2,4,,6,,1,1,,9.0,2,
4571,1,1,4,52400.0,6,,1,1,3.0,19.0,1,2.0
4572,1,1,4,95900.0,6,1.0,1,1,1.0,17.0,2,4.0
4573,8,2,4,8300.0,6,1.0,1,1,1.0,16.0,2,4.0
4574,1,1,4,24400.0,6,,1,1,3.0,19.0,1,2.0
4575,6,2,4,6400.0,6,,5,2,3.0,18.0,1,4.0
4576,9,1,4,54000.0,6,1.0,1,1,1.0,19.0,2,4.0
4577,1,2,4,15300.0,6,,1,1,4.0,19.0,1,4.0
4578,8,1,4,30000.0,6,1.0,1,1,6.0,20.0,2,4.0
4579,6,1,4,,6,,5,2,,9.0,2,
4580,6,2,4,0.0,6,,5,2,6.0,13.0,2,
4581,9,1,4,,6,,1,1,,5.0,2,
4582,1,2,4,8000.0,6,,1,1,1.0,21.0,1,4.0
4583,1,1,4,8000.0,6,3.0,1,1,6.0,18.0,1,4.0
4584,6,2,4,80000.0,6,6.0,4,2,1.0,19.0,2,4.0
4585,1,1,4,,6,,1,1,,2.0,2,
4586,1,2,4,,6,,1,1,,1.0,2,
4587,8,1,4,21000.0,6,1.0,1,1,6.0,20.0,2,4.0
4588,1,1,4,,6,,1,1,,9.0,2,
4589,6,1,4,9000.0,6,,5,2,2.0,20.0,2,4.0
4590,9,1,4,627000.0,6,1.0,1,1,1.0,21.0,2,4.0
4591,6,2,4,400.0,6,1.0,4,2,6.0,20.0,1,4.0
4592,2,2,4,47000.0,6,3.0,1,1,1.0,21.0,1,4.0
4593,9,2,4,,6,,1,1,,11.0,2,
4594,1,2,4,130.0,6,,4,2,1.0,17.0,2,4.0
4595,6,2,4,44000.0,6,1.0,4,2,1.0,21.0,2,4.0
4596,1,2,4,26900.0,6,,1,1,1.0,20.0,2,4.0
4597,1,1,4,1000.0,6,2.0,1,1,4.0,21.0,2,4.0
4598,6,2,4,17900.0,6,5.0,4,2,1.0,16.0,2,4.0
4599,1,2,4,30000.0,6,1.0,1,1,1.0,21.0,2,4.0
4600,1,1,4,29500.0,6,,1,1,1.0,19.0,2,4.0
4601,1,1,4,50000.0,6,1.0,1,1,2.0,22.0,2,4.0
4602,8,2,4,22800.0,6,3.0,4,2,1.0,23.0,2,4.0
4603,1,1,4,56800.0,6,1.0,4,2,1.0,21.0,2,4.0
4604,9,2,4,,6,,1,1,,,2,
4605,9,1,4,8000.0,6,1.0,1,1,6.0,14.0,2,4.0
4606,1,2,4,33700.0,6,,1,1,4.0,21.0,2,2.0
4607,1,2,4,87200.0,6,3.0,1,1,4.0,19.0,2,4.0
4608,6,2,4,627000.0,6,1.0,1,1,1.0,22.0,2,4.0
4609,6,1,4,,6,,1,1,,3.0,2,
4610,9,2,4,10000.0,6,,1,1,1.0,15.0,2,4.0
4611,9,1,4,3000.0,6,1.0,1,1,6.0,16.0,2,4.0
4612,8,1,4,16700.0,6,1.0,1,1,6.0,14.0,2,4.0
4613,1,1,4,27900.0,6,,1,1,1.0,16.0,2,4.0
4614,1,1,4,47000.0,6,,1,1,4.0,11.0,1,2.0
4615,1,1,4,132000.0,6,1.0,1,1,6.0,23.0,2,4.0
4616,9,2,4,400.0,6,1.0,1,1,6.0,14.0,2,
4617,1,2,4,,6,,1,1,,11.0,2,
4618,2,2,4,24000.0,6,2.0,1,1,6.0,22.0,2,4.0
4619,6,2,4,50000.0,6,7.0,4,2,6.0,18.0,2,4.0
4620,9,1,4,,6,,1,1,,3.0,2,
4621,9,2,4,1800.0,6,9.0,1,1,1.0,21.0,2,4.0
4622,1,1,4,73000.0,6,1.0,1,1,1.0,19.0,2,2.0
4623,8,2,4,0.0,6,,5,2,1.0,1.0,2,4.0
4624,6,1,4,8400.0,6,,4,2,1.0,20.0,1,4.0
4625,1,1,4,15600.0,6,1.0,1,1,6.0,21.0,2,4.0
4626,8,2,4,0.0,6,1.0,4,2,6.0,18.0,2,4.0
4627,1,1,4,33100.0,6,1.0,1,1,4.0,16.0,2,4.0
4628,1,2,4,60400.0,6,5.0,1,1,4.0,12.0,2,4.0
4629,1,1,4,60000.0,6,1.0,1,1,1.0,19.0,2,4.0
4630,9,1,4,313000.0,6,7.0,1,1,1.0,23.0,2,4.0
4631,1,1,4,42620.0,6,1.0,1,1,4.0,16.0,2,2.0
4632,6,1,4,10500.0,6,1.0,1,1,6.0,16.0,2,4.0
4633,6,1,4,120000.0,6,1.0,5,2,6.0,22.0,2,4.0
4634,9,2,4,35000.0,6,1.0,5,2,5.0,12.0,2,4.0
4635,1,1,4,200000.0,6,1.0,1,1,1.0,22.0,2,4.0
4636,9,1,4,,6,,1,1,,4.0,2,
4637,2,1,4,84200.0,6,3.0,1,1,1.0,21.0,2,2.0
4638,9,2,4,10000.0,6,1.0,1,1,2.0,21.0,2,4.0
4639,2,1,4,90400.0,6,5.0,1,1,1.0,18.0,2,2.0
4640,1,1,4,297600.0,6,1.0,1,1,3.0,18.0,2,4.0
4641,6,1,4,,6,,1,1,,1.0,2,
4642,2,2,4,17000.0,6,,1,1,4.0,20.0,2,4.0
4643,9,2,4,100.0,6,1.0,1,1,6.0,19.0,2,4.0
4644,6,2,4,73000.0,6,3.0,1,1,1.0,22.0,2,4.0
4645,9,1,4,,6,,1,1,,7.0,2,
4646,6,1,4,627000.0,6,2.0,5,2,2.0,20.0,2,4.0
4647,1,1,4,,6,,1,1,,,2,
4648,6,1,4,,6,,1,1,,1.0,2,
4649,1,1,4,360500.0,6,1.0,1,1,1.0,21.0,2,4.0
4650,1,1,4,0.0,6,1.0,1,1,1.0,21.0,2,4.0
4651,1,1,4,15000.0,6,1.0,1,1,6.0,18.0,1,4.0
4652,9,1,4,70000.0,6,1.0,4,2,1.0,12.0,2,4.0
4653,6,2,4,28000.0,6,2.0,1,1,6.0,22.0,2,4.0
4654,8,2,4,0.0,6,,5,2,1.0,18.0,2,4.0
4655,6,1,4,70000.0,6,1.0,1,1,6.0,20.0,2,4.0
4656,8,2,4,25000.0,6,1.0,1,1,2.0,18.0,2,4.0
4657,6,1,4,127200.0,6,,4,2,1.0,21.0,2,4.0
4658,8,1,4,65000.0,6,1.0,5,2,2.0,20.0,2,4.0
4659,6,2,4,4000.0,6,1.0,5,2,4.0,16.0,2,4.0
4660,6,2,4,115000.0,6,1.0,1,1,1.0,21.0,2,2.0
4661,8,1,4,19200.0,6,1.0,1,1,6.0,16.0,2,4.0
4662,9,2,4,10000.0,6,1.0,1,1,6.0,19.0,2,4.0
4663,1,1,4,110100.0,6,1.0,1,1,6.0,21.0,2,4.0
4664,8,1,4,26900.0,6,5.0,5,2,6.0,15.0,2,4.0
4665,9,2,4,12700.0,6,,1,1,6.0,11.0,1,4.0
4666,1,1,4,54000.0,6,3.0,1,1,6.0,22.0,2,4.0
4667,1,2,4,60000.0,6,1.0,1,1,1.0,20.0,2,4.0
4668,1,2,4,0.0,6,,1,1,1.0,21.0,2,4.0
4669,9,1,4,,6,,1,1,,7.0,2,
4670,1,1,4,30000.0,6,6.0,1,1,1.0,20.0,2,4.0
4671,6,2,4,,6,,1,1,,1.0,2,
4672,1,2,4,0.0,6,,1,1,6.0,15.0,2,4.0
4673,1,2,4,45000.0,6,1.0,4,2,1.0,15.0,2,4.0
4674,2,2,4,,6,,1,1,,1.0,2,
4675,1,1,4,10000.0,6,1.0,1,1,6.0,21.0,2,4.0
4676,8,2,4,12000.0,6,1.0,1,1,6.0,19.0,2,4.0
4677,3,1,4,,6,,1,1,,6.0,2,
4678,8,1,4,,6,,1,1,,,2,
